Id,SalePrice
1461,118461.24838243003
1462,223840.9837808588
1463,187369.29372441772
1464,189871.1600824209
1465,198265.87867374092
1466,175762.19652909102
1467,174984.8068492623
1468,163913.65645025807
1469,199405.2944725436
1470,124728.89231860267
1471,194291.55512582458
1472,97849.97020997416
1473,101166.34311948156
1474,142972.76340499398
1475,111363.44796976735
1476,357155.1920026465
1477,251528.9761665723
1478,278625.11641716835
1479,308215.67846721964
1480,505158.0404026543
1481,337322.9492387973
1482,208445.9631107602
1483,171215.99122317825
1484,161101.99947219688
1485,191050.6335400795
1486,194970.164092761
1487,337459.7722908418
1488,233950.87690216227
1489,195653.2770316458
1490,234214.2172689967
1491,180249.02345257998
1492,80962.54701339615
1493,187305.0369069235
1494,271107.9569495832
1495,286460.8702687206
1496,231187.5707939927
1497,180690.18615089176
1498,167048.13503747783
1499,164918.83393054456
1500,159811.60729176618
1501,178384.23296315703
1502,151608.96228051579
1503,260459.75665821205
1504,247212.5404518579
1505,222537.47134456283
1506,199561.89032320553
1507,278569.23716592847
1508,217641.92945385716
1509,163801.08424986384
1510,148886.42397940403
1511,156072.91295703183
1512,175009.83613016238
1513,156642.24528885164
1514,141335.06115171162
1515,222198.76205770692
1516,153373.50557019343
1517,165713.3643063888
1518,137769.54961387697
1519,206916.47979834361
1520,132265.00720502253
1521,135737.59858827444
1522,196260.6315712443
1523,117666.42360742588
1524,115646.51858374506
1525,120733.18164406421
1526,114456.33377946737
1527,114730.28519024317
1528,125151.46629221473
1529,151907.4821118558
1530,169165.64788232808
1531,121545.44869805404
1532,94787.29331927524
1533,146410.24181303236
1534,116072.65651386722
1535,140199.03782468918
1536,114127.7815330857
1537,67676.17820399361
1538,124673.4245875515
1539,199285.72584609143
1540,94653.70032012292
1541,143280.68918561327
1542,150552.61409650306
1543,165162.84735122457
1544,84558.2782538665
1545,110213.41712059839
1546,139165.3571319333
1547,131461.48671283765
1548,132143.1710647526
1549,117161.78889595464
1550,145913.5308625638
1551,108498.93242177997
1552,137946.2211707122
1553,128606.67287790138
1554,116103.50934093555
1555,176316.92692001225
1556,87991.68575480969
1557,92293.75600742389
1558,96243.77921696684
1559,95780.39084983681
1560,149417.29031727725
1561,121134.86699700245
1562,130055.42941472254
1563,128057.18412326626
1564,166910.87465120127
1565,147409.44794724777
1566,239285.3640727162
1567,80679.72513763202
1568,233139.26696831797
1569,130593.45919035508
1570,131507.83790713554
1571,122123.91282767622
1572,127867.35235794983
1573,236540.3069184638
1574,128413.26470306414
1575,226606.66338269773
1576,236682.76194352572
1577,190106.22798185027
1578,128442.85254820983
1579,145629.50949309024
1580,199326.761853148
1581,145457.71631606485
1582,132602.0684406322
1583,298211.4981604282
1584,217637.95828008172
1585,140794.44464410175
1586,58596.82813739264
1587,98932.90033769976
1588,147385.33998465177
1589,89758.81602304912
1590,129263.9537482034
1591,98390.50490566988
1592,111895.29048425525
1593,126398.35009713397
1594,148977.65029003445
1595,119505.92437756443
1596,234137.212044176
1597,197067.6449279118
1598,228931.29457817588
1599,179399.614195924
1600,175299.54375452801
1601,84460.48395411436
1602,122443.13819079573
1603,63806.3411391109
1604,289331.88191380963
1605,250202.46566626412
1606,153694.55849990938
1607,191725.55958437768
1608,227101.46353703618
1609,178438.31156654368
1610,158387.77052505495
1611,158752.88601325682
1612,179713.22998325032
1613,173776.68099133018
1614,128987.9898545121
1615,92980.16086961528
1616,89368.16115006628
1617,98844.70864219275
1618,125926.36015750606
1619,128952.22663694891
1620,216452.58681520438
1621,147251.1364948728
1622,140808.25251892596
1623,271291.8708674008
1624,208695.656674991
1625,119866.19067695503
1626,167246.0846845094
1627,191585.9139169131
1628,285350.5510009148
1629,194452.15142331726
1630,364903.5215387262
1631,231695.23900140214
1632,244487.96498265114
1633,173365.4105869505
1634,196280.4340339184
1635,185545.92371365955
1636,163464.7229491803
1637,220129.28612075484
1638,178342.42567479197
1639,182474.47359846247
1640,264624.12105306756
1641,197510.60303352278
1642,259977.06248729807
1643,217139.65095395411
1644,231778.09147463954
1645,221019.16412930356
1646,162790.63710185178
1647,163294.21145074023
1648,135429.519432941
1649,141667.11704122613
1650,114905.16139646189
1651,124393.52119490055
1652,101656.37044113479
1653,103514.99523056537
1654,149093.17606984876
1655,140283.00156735236
1656,144057.48993342827
1657,149562.1518685488
1658,146591.24490358043
1659,114858.28224648358
1660,162607.50549666298
1661,472313.8199908173
1662,420804.9517556047
1663,367933.3010530925
1664,478976.7485559792
1665,295318.2670900126
1666,323797.2063780414
1667,388033.9962741678
1668,337721.61817795725
1669,286612.98884711973
1670,336993.10930619756
1671,257821.12339843373
1672,411227.07884525275
1673,304945.04331423
1674,247665.1413705436
1675,196592.17054708488
1676,204447.00560670925
1677,211375.3869035597
1678,445677.3835793456
1679,391856.23422111134
1680,334546.2816235123
1681,228665.26424277335
1682,297160.974039128
1683,192100.9480992788
1684,167184.92461552014
1685,173837.89285158378
1686,173900.61911784922
1687,173434.38491433652
1688,190330.0174198757
1689,184940.9704508777
1690,195754.03316512582
1691,185195.68027147575
1692,268333.9680215955
1693,166622.48447604725
1694,189297.56462276334
1695,167720.8295740526
1696,278478.78863450023
1697,168615.32014839648
1698,345158.46079346683
1699,308629.9040378856
1700,252196.58970229895
1701,276406.44444675243
1702,242960.3820494894
1703,237616.6134348102
1704,272036.5225187474
1705,231947.76108089698
1706,451899.17453233537
1707,211865.17024881384
1708,193648.57709293024
1709,237124.5061659512
1710,230804.77279735944
1711,272465.6350049056
1712,253310.92933854958
1713,266323.3355110748
1714,220007.58057067517
1715,215980.07732742402
1716,168085.01585211404
1717,175994.84182326333
1718,137512.71592468815
1719,202683.40918129726
1720,229096.21132433345
1721,151701.23125942703
1722,127207.32761758259
1723,164542.17028754146
1724,206818.89994331409
1725,248245.073720542
1726,192055.25340447942
1727,152693.139314938
1728,172221.0100282723
1729,157447.46035243417
1730,155124.87500212327
1731,124756.81900917065
1732,134522.39520033138
1733,112281.68574770344
1734,124155.16027254995
1735,125453.33981025197
1736,103810.0109320609
1737,249504.4184275862
1738,203986.53432124012
1739,274219.8382140414
1740,220866.72038714954
1741,195583.40003564546
1742,182945.83382113194
1743,184980.5761951321
1744,276641.37384749565
1745,191191.67228997912
1746,212950.42642587732
1747,225721.6874028947
1748,242928.53141884482
1749,154086.65137733897
1750,121714.90051517943
1751,260372.24199699762
1752,114760.95181322139
1753,153089.74909976075
1754,193363.23522629877
1755,162051.46422114506
1756,126255.65291803886
1757,119578.84790093308
1758,162530.6460677073
1759,169010.11897571562
1760,169108.8736638488
1761,151693.68632771447
1762,202486.45033760776
1763,182234.30488659412
1764,122779.39376427974
1765,166516.07780330873
1766,198377.99138236427
1767,226247.63769970965
1768,132437.84789747777
1769,163619.39217579042
1770,144611.07013765274
1771,115113.28596154027
1772,129760.18994200348
1773,136890.87047586846
1774,169482.91768054693
1775,138594.58180437534
1776,143278.29798505298
1777,104509.64542978255
1778,139486.55642302742
1779,124927.64343948959
1780,160170.6534693835
1781,123409.35963872283
1782,97261.91262607959
1783,134375.9713071002
1784,107781.68563378451
1785,115928.53073388484
1786,169188.5309383251
1787,155804.31291959353
1788,64527.358463009456
1789,87414.94826597007
1790,84248.39486648026
1791,212624.80754429122
1792,148162.22350379874
1793,118437.16779428735
1794,146940.18359803315
1795,130586.61069138702
1796,148922.10453377877
1797,111303.9775120001
1798,115679.82991475104
1799,109735.09255887725
1800,129633.06619861086
